NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type
NCT00821977,Efficacy and Long-Term Safety of Vildagliptin as Monotherapy in Patients With Type 2 Diabetes,https://clinicaltrials.gov/study/NCT00821977,Completed,"Diabetes Mellitus, Type 2",DRUG: Vildagliptin|DRUG: Vildagliptin|DRUG: Placebo,Novartis,Not available,INTERVENTIONAL
NCT00821223,Outcome Following Phacoemulsification Versus Small Incision Cataract Surgery (SICS),https://clinicaltrials.gov/study/NCT00821223,Completed,Visual Outcomes|Quality of Life,PROCEDURE: phacoemulsification and SICS|PROCEDURE: manual small incision surgery|PROCEDURE: phacoemulsification,Iladevi Cataract and IOL Research Center,Not available,INTERVENTIONAL
NCT00821093,Safety and Efficacy of Indacaterol Once Daily Versus Salmeterol Twice Daily in Chronic Obstructive Pulmonary Disease (COPD),https://clinicaltrials.gov/study/NCT00821093,Completed,Chronic Obstructive Pulmonary Disease (COPD),DRUG: Indacaterol 150 µg|DRUG: Salmeterol 50 µg|DRUG: Placebo to indacaterol|DRUG: Placebo to salmeterol,Novartis Pharmaceuticals,Not available,INTERVENTIONAL
NCT00819455,Use of Information Technology in the Prevention of Diabetes,https://clinicaltrials.gov/study/NCT00819455,Completed,Type 2 Diabetes,BEHAVIORAL: Experimental|BEHAVIORAL: Control arm (usual care/standard care arm),India Diabetes Research Foundation & Dr. A. Ramachandran's Diabetes Hospitals,Imperial College London,INTERVENTIONAL
NCT00819104,"A Study to Compare the Efficacy, Safety and Tolerability of Selomax With Its Individual Components",https://clinicaltrials.gov/study/NCT00819104,Completed,Primary Hypertension,DRUG: Metoprolol XL 50mg + Amlodipine 5mg|DRUG: Metoprolol XL 25 mg + Amlodipine 2.5mg|DRUG: Metoprolol XL 50mg|DRUG: Metoprolol XL 25 mg|DRUG: Amlodipine 5mg,AstraZeneca,St. John's Research Institute,INTERVENTIONAL
NCT00819091,"Randomized, Double-blind (db), Placebo-controlled 18 Week Study of Linagliptin (BI 1356) in Type 2 Diabetic Patients With Insufficient Glycaemic Control on a Sulfonylurea Drug",https://clinicaltrials.gov/study/NCT00819091,Completed,"Diabetes Mellitus, Type 2",DRUG: BI 1356|DRUG: Placebo,Boehringer Ingelheim,Not available,INTERVENTIONAL
NCT00815997,Novel Angioplasty Using Coronary Accessor,https://clinicaltrials.gov/study/NCT00815997,Completed,Patency of the Radial Artery,PROCEDURE: PCI (percutaneous coronary intervention),NAUSICA Investigators,NPO International TRI Network,INTERVENTIONAL
NCT00814710,Primary Vaccination Study With a Pneumococcal Conjugate Vaccine in Healthy Children 6 to 10 Weeks of Age,https://clinicaltrials.gov/study/NCT00814710,Completed,"Infections, Streptococcal|Streptococcus Pneumoniae",BIOLOGICAL: Pneumococcal conjugate vaccine GSK1024850A|BIOLOGICAL: Tritanrix-HepB/Hib|BIOLOGICAL: Hiberix|BIOLOGICAL: Tritanrix-HepB,GlaxoSmithKline,Not available,INTERVENTIONAL
NCT00814372,Evaluate Safety and Effectiveness of MBX-102 in Type 2 Diabetes Patients With Poor Glycemic Control on Metformin,https://clinicaltrials.gov/study/NCT00814372,Terminated,Type 2 Diabetes Mellitus,DRUG: MBX-102|DRUG: Placebo|DRUG: Actos|DRUG: Metformin,Gilead Sciences,Not available,INTERVENTIONAL
NCT00814307,"A Phase 3 Study Comparing 2 Doses of CP-690,550 vs. Placebo for Treatment of Rheumatoid Arthritis",https://clinicaltrials.gov/study/NCT00814307,Completed,"Arthritis, Rheumatoid","DRUG: CP-690,550|DRUG: CP-690,550|DRUG: Placebo|DRUG: Placebo",Pfizer,Not available,INTERVENTIONAL
NCT00814216,"Efficacy, Safety and Pharmacokinetics of QAV680 in Asthma Patients",https://clinicaltrials.gov/study/NCT00814216,Completed,Asthma,DRUG: QAV680|DRUG: Matching placebo for QAV680|DRUG: Fluticasone Propionate,Novartis,Not available,INTERVENTIONAL
NCT00813605,QUILT-2.018: Safety & Efficacy of FOLFIRI With AMG 479 or AMG 655 vs FOLFIRI Alone in KRAS-mutant Metastatic Colorectal Carcinoma,https://clinicaltrials.gov/study/NCT00813605,Completed,Metastatic Colorectal Cancer,OTHER: FOLFIRI|BIOLOGICAL: AMG 655|OTHER: Placebo|BIOLOGICAL: AMG 479,"NantCell, Inc.",Not available,INTERVENTIONAL
NCT00812175,Global Investigation of Therapeutic Decisions in Hepatocellular Carcinoma and of Its Treatment With Sorafenib,https://clinicaltrials.gov/study/NCT00812175,Completed,"Carcinoma, Hepatocellular","DRUG: Sorafenib (Nexavar, BAY43-9006)",Bayer,Not available,OBSERVATIONAL
NCT00811616,A Safety and Efficacy of Supralimus™ Core™ Sirolimus Eluting Stent at MAX DDHV Institute,https://clinicaltrials.gov/study/NCT00811616,Completed,Coronary Artery Disease,DEVICE: Supralimus-Core™|DEVICE: Supralimus™ Core™ Sirolimus eluting stent,Sahajanand Medical Technologies Limited,Not available,INTERVENTIONAL
NCT00811473,Pediatric Bipolar Depression,https://clinicaltrials.gov/study/NCT00811473,Completed,Bipolar Depression,DRUG: Quetiapine XR|DRUG: Placebo,AstraZeneca,Not available,INTERVENTIONAL
NCT00810836,Efficacy and Safety Study of BG00012 With Methotrexate in Patients With Active Rheumatoid Arthritis,https://clinicaltrials.gov/study/NCT00810836,Completed,Rheumatoid Arthritis,DRUG: BG00012|DRUG: BG00012|DRUG: placebo,Biogen,Not available,INTERVENTIONAL
NCT00810680,Study of Efficacy and Safety of Valproic Acid in Chronic Lymphocytic Leukemia (CLL),https://clinicaltrials.gov/study/NCT00810680,Unknown,Chronic Lymphocytic Leukemia,DRUG: Valproic acid,All India Institute of Medical Sciences,Not available,INTERVENTIONAL
NCT00809965,An Efficacy and Safety Study for Rivaroxaban in Patients With Acute Coronary Syndrome,https://clinicaltrials.gov/study/NCT00809965,Completed,Acute Coronary Syndrome|Myocardial Infarction|Myocardial Ischemia|Unstable Angina,DRUG: Rivaroxaban 2.5 mg|DRUG: Rivaroxaban 5 mg|DRUG: Placebo|DRUG: Standard of care,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Bayer,INTERVENTIONAL
NCT00809354,Long-Term Analgesic Efficacy And Safety Of Tanezumab Alone Or In Combination With Non-Steroidal Anti-Inflammatory Drugs (NSAIDs) Versus NSAIDs Alone In Patients With Osteoarthritis Of The Knee Or Hip,https://clinicaltrials.gov/study/NCT00809354,Terminated,Osteoarthritis|Arthritis,DRUG: NSAID|BIOLOGICAL: tanezumab|BIOLOGICAL: tanezumab|BIOLOGICAL: tanezumab|DRUG: NSAID|BIOLOGICAL: tanezumab|DRUG: NSAID,Pfizer,Not available,INTERVENTIONAL
NCT00808379,Concurrent Chemo-Radiotherapy Versus Radiotherapy With Boost in Locally Advanced Unresectable Rectal Cancers,https://clinicaltrials.gov/study/NCT00808379,Unknown,Rectal Cancer,DRUG: Chemoradiation|RADIATION: Additional Radiation boost to the primary tumor volume,Tata Memorial Hospital,Not available,INTERVENTIONAL
NCT00808067,RELY-ABLE Long Term Multi-center Extension of Dabigatran Treatment in Patients With Atrial Fibrillation Who Completed RE-LY Trial,https://clinicaltrials.gov/study/NCT00808067,Completed,Atrial Fibrillation,DRUG: dabigatran dose 1|DRUG: dabigatran dose 2,Boehringer Ingelheim,Not available,INTERVENTIONAL
NCT00808015,ASIA CHOICES CHampix (Varenicline) Observational Investigation in the CEssation of Smoking,https://clinicaltrials.gov/study/NCT00808015,Completed,Smoking Cessation,DRUG: varenicline,Pfizer,Not available,OBSERVATIONAL
NCT00807326,A Comparison of Three Medications to Treat Diarrhea in Adults.,https://clinicaltrials.gov/study/NCT00807326,Completed,Diarrhea,DRUG: Loperamide/simeticone 2 mg/125 mg caplets|DRUG: Loperamide/simeticone 2 mg/125 mg chewable tablets|DRUG: Probiotic Saccharomyces boulardii 250 mg capsules,McNeil AB,Not available,INTERVENTIONAL
NCT00806286,Study of Carboplatin/Paclitaxel With or Without Investigational Drug (CS-7017) in Subjects With Metastatic Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00806286,Completed,Metastatic Non-small Cell Lung Cancer,DRUG: CS7017 tablets|DRUG: Paclitaxel|DRUG: Carboplatin|DRUG: Placebo Tablets,Daiichi Sankyo,Not available,INTERVENTIONAL
NCT00805194,LUME-Lung 1: BIBF 1120 Plus Docetaxel as Compared to Placebo Plus Docetaxel in 2nd Line Non Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00805194,Completed,"Carcinoma, Non-Small-Cell Lung",DRUG: placebo plus docetaxel|DRUG: BIBF 1120 plus docetaxel,Boehringer Ingelheim,Not available,INTERVENTIONAL
NCT00804986,A Study for Patients With Type 2 Diabetes Mellitus,https://clinicaltrials.gov/study/NCT00804986,Completed,"Diabetes Mellitus, Type 2",DRUG: LY2428757|DRUG: Placebo,Eli Lilly and Company,Not available,INTERVENTIONAL
NCT00804011,Automatic Tube Compensation (ATC) for Weaning Patients With Severe Neurotoxic Snake Envenoming,https://clinicaltrials.gov/study/NCT00804011,Completed,Snake Bite|Weaning|Mechanical Ventilation,OTHER: ATC|OTHER: PSV,"Post Graduate Institute of Medical Education and Research, Chandigarh","Dept of Pulmonary Medicine, PGIMER, Chandigarh",INTERVENTIONAL
NCT00802841,Randomized Phase Lll Study of Imatinib Dose Optimization vs Nilotinib in CML Patients With Suboptimal Response to Imatinib,https://clinicaltrials.gov/study/NCT00802841,Completed,Chronic Myelogenous Leukemia,DRUG: nilotinib|DRUG: imatinib,Novartis Pharmaceuticals,Not available,INTERVENTIONAL
NCT00802802,Efavirenz (EFV) in HIV-Infected and HIV/Tuberculosis (TB) Coinfected Children,https://clinicaltrials.gov/study/NCT00802802,Completed,HIV Infections|Tuberculosis,DRUG: Efavirenz (EFV)|DRUG: Rifampin-containing anti-TB therapy,National Institute of Allergy and Infectious Diseases (NIAID),Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),INTERVENTIONAL
NCT00801606,Micronutrient Supplementation in in Paediatric Pulmonary Tuberculosis,https://clinicaltrials.gov/study/NCT00801606,Completed,Tuberculosis,DRUG: Zinc|DRUG: Micronutrient without zinc|DRUG: Micronutrient with zinc|DRUG: Placebo,All India Institute of Medical Sciences,University of Bergen,INTERVENTIONAL
NCT00799903,The Stabilization of Atherosclerotic Plaque by Initiation of Darapladib Therapy Trial,https://clinicaltrials.gov/study/NCT00799903,Completed,Atherosclerosis,DRUG: Darapladib|DRUG: Placebo,GlaxoSmithKline,Not available,INTERVENTIONAL
NCT00799864,"A Study to Evaluate the Pharmacokinetics, Safety, Tolerability, and Antiviral Activity of Rilpivirine (TMC278) in Human Immunodeficiency Virus Infected Adolescents and Children Aged Greater Than or Equal to 6 Years",https://clinicaltrials.gov/study/NCT00799864,Completed,HIV-1,DRUG: Rilpivirine|DRUG: Zidovudine|DRUG: Abacavir|DRUG: Tenofovir disoproxil fumarate|DRUG: Lamivudine|DRUG: Emtricitabine,Janssen Sciences Ireland UC,Not available,INTERVENTIONAL
NCT00798161,"Safety and Efficacy of Linagliptin (BI 1356) Plus Metformin in Type 2 Diabetes, Factorial Design",https://clinicaltrials.gov/study/NCT00798161,Completed,"Diabetes Mellitus, Type 2",DRUG: BI 1356|DRUG: BI 1356 + metformin|DRUG: Bi 1356 + metformin|DRUG: Metformin|DRUG: metformin|DRUG: matching placebo,Boehringer Ingelheim,Not available,INTERVENTIONAL
NCT00796666,Study Looking at Combination Therapy (Sitaxsentan+Sildenafil) Vs. Monotherapy (Sitaxsentan Alone) SR-PAAS -Sitaxsentan Efficacy And Safety Trial With A Randomized Prospective Assessment Of Adding Sildenafil,https://clinicaltrials.gov/study/NCT00796666,Terminated,Pulmonary Arterial Hypertension|Pulmonary Hypertension,DRUG: Sitaxsentan|DRUG: Sitaxsentan and Sildenafil,Pfizer,Not available,INTERVENTIONAL
NCT00796653,Safety and Efficacy of BI 1744 CL in Patients With Chronic Obstructive Pulmonary Disease II,https://clinicaltrials.gov/study/NCT00796653,Completed,"Pulmonary Disease, Chronic Obstructive",DRUG: Olodaterol (BI 1744)|DRUG: Olodaterol (BI 1744)|DRUG: Formoterol|DRUG: Placebo,Boehringer Ingelheim,Not available,INTERVENTIONAL
NCT00796614,Study to Evaluate the Efficacy and Safety of Tamsulosin in Children With Neurogenic Bladder,https://clinicaltrials.gov/study/NCT00796614,Completed,"Bladder, Neurogenic",DRUG: tamsulosin hydrochloride|DRUG: Placebo,Boehringer Ingelheim,Not available,INTERVENTIONAL
NCT00796341,Endometrial Injury and IVF-ET Outcome,https://clinicaltrials.gov/study/NCT00796341,Completed,Infertility,PROCEDURE: PIPELLE ENDOMETRIAL SAMPLING,Bangalore Assisted Conception Centre,Not available,INTERVENTIONAL
NCT00795639,Sitaxsentan Efficacy And Safety Trial With A Randomized Prospective Assessment Of Adding Sildenafil (SR-PAAS),https://clinicaltrials.gov/study/NCT00795639,Terminated,Pulmonary Arterial Hypertension|Pulmonary Hypertension,DRUG: Sitaxsentan|DRUG: Placebo,Pfizer,Not available,INTERVENTIONAL
NCT00795197,A Screening Study Evaluating Disease Status of Gaucher Type I Patients,https://clinicaltrials.gov/study/NCT00795197,Withdrawn,"Gaucher Disease, Type 1",Not available,"Genzyme, a Sanofi Company",Not available,OBSERVATIONAL
NCT00794157,Confirmatory Study of Indacaterol in Patients With Chronic Obstructive Pulmonary Disease (COPD),https://clinicaltrials.gov/study/NCT00794157,Completed,Chronic Obstructive Pulmonary Disease (COPD),DRUG: Indacaterol 150 μg capsules|DRUG: Indacaterol 300 μg capsules|DRUG: Placebo capsules,Novartis Pharmaceuticals,Not available,INTERVENTIONAL
NCT00793624,Safety and Efficacy of BI 1744 CL in Patients With Chronic Obstructive Pulmonary Disease I,https://clinicaltrials.gov/study/NCT00793624,Completed,"Pulmonary Disease, Chronic Obstructive",DRUG: Olodaterol (BI 1744)|DRUG: Olodaterol (BI 1744)|DRUG: Formoterol|DRUG: Placebo|DRUG: Placebo,Boehringer Ingelheim,Not available,INTERVENTIONAL
NCT00793546,Study Evaluating Bosutinib-Exemestane Combination Vs Exemestane Alone in Post Menopausal Women With Breast Cancer,https://clinicaltrials.gov/study/NCT00793546,Terminated,Advanced Breast Cancer,DRUG: Bosutinib|DRUG: exemestane|DRUG: Exemestane,Pfizer,Not available,INTERVENTIONAL
NCT00792805,Efficacy and Safety of Indacaterol in Adults (40 Years and Above) With Chronic Obstructive Pulmonary Disease (COPD),https://clinicaltrials.gov/study/NCT00792805,Completed,Chronic Obstructive Pulmonary Disease (COPD),DRUG: Indacaterol 150 µg|DRUG: Indacaterol 300 μg|DRUG: Placebo to indacaterol,Novartis Pharmaceuticals,Not available,INTERVENTIONAL
NCT00791479,Effects of LY2189265 on Glycemic Control in Participants With Type 2 Diabetes,https://clinicaltrials.gov/study/NCT00791479,Completed,"Diabetes Mellitus, Type 2",DRUG: LY2189265 and Lifestyle Measures|DRUG: Placebo solution and Lifestyle Measures,Eli Lilly and Company,Not available,INTERVENTIONAL
NCT00791466,Maternal Iodine Supplementation and Effects on Thyroid Function and Child Development,https://clinicaltrials.gov/study/NCT00791466,Completed,Iodine Deficiency|Infant Development,DIETARY_SUPPLEMENT: Placebo|DIETARY_SUPPLEMENT: Iodine,Wageningen University,St. John's Research Institute|Mahidol University|Unilever R&D|Swiss National Science Foundation|Nestlé Foundation,INTERVENTIONAL
NCT00790920,Efficacy and Safety Study of Desmoteplase to Treat Acute Ischemic Stroke,https://clinicaltrials.gov/study/NCT00790920,Completed,Stroke,DRUG: Desmoteplase|DRUG: Placebo,H. Lundbeck A/S,Not available,INTERVENTIONAL
NCT00790907,Fondaparinux Trial With Unfractionated Heparin (UFH) During Revascularization in Acute Coronary Syndromes (ACS),https://clinicaltrials.gov/study/NCT00790907,Completed,Acute Coronary Syndrome,DRUG: fondaparinux background and standard dose UFH|DRUG: Fondaparinux background and low dose heparin|DRUG: Open label fondaparinux,GlaxoSmithKline,Not available,INTERVENTIONAL
NCT00790192,Lurasidone HCL - A 6-week Phase 3 Study of Patients With Acute Schizophrenia.,https://clinicaltrials.gov/study/NCT00790192,Completed,Schizophrenia,DRUG: Lurasidone|DRUG: Lurasidone|DRUG: Quetiapine XR|DRUG: Placebo,"Sumitomo Pharma America, Inc.",Not available,INTERVENTIONAL
NCT00789698,Lurasidone HCl - A Long Term Phase 3 Study of Patients With Chronic Schizophrenia,https://clinicaltrials.gov/study/NCT00789698,Completed,Chronic Schizophrenia,DRUG: Lurasidone HC1|DRUG: Quetiapine XR,"Sumitomo Pharma America, Inc.",Not available,INTERVENTIONAL
NCT00789373,A Study of Induction and Maintenance Treatment of Advanced Non-squamous Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00789373,Completed,Non-Small Cell Lung Cancer,DRUG: Pemetrexed|DRUG: Cisplatin|DRUG: Placebo|DRUG: Pemetrexed|OTHER: Best Supportive Care,Eli Lilly and Company,Not available,INTERVENTIONAL
NCT00788398,Fluid Lavage of Open Wounds,https://clinicaltrials.gov/study/NCT00788398,Completed,Open Fracture Wounds,PROCEDURE: Saline Solution|PROCEDURE: Soap solution|PROCEDURE: Gravity Flow Irrigation|PROCEDURE: Low Pressure Irrigation|PROCEDURE: High Pressure,Prisma Health-Upstate,McMaster University|United States Department of Defense,INTERVENTIONAL
NCT00786838,A Study to Assess the Potential Effects of a Single-Dose Administration of Trabectedin on the QT Intervals of the Electrocardiogram,https://clinicaltrials.gov/study/NCT00786838,Completed,Solid Tumor,DRUG: Trabectedin|DRUG: Placebo,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",PharmaMar,INTERVENTIONAL
NCT00785928,A Study for Patients With Active Rheumatoid Arthritis Despite Ongoing Methotrexate Therapy,https://clinicaltrials.gov/study/NCT00785928,Completed,Rheumatoid Arthritis,BIOLOGICAL: LY2127399|DRUG: Placebo,Eli Lilly and Company,Not available,INTERVENTIONAL
NCT00781573,Study of Optimal Clopidogrel Duration in Patients Receiving Drug Eluting Stents (SCORE Trial),https://clinicaltrials.gov/study/NCT00781573,Completed,Myocardial Infarction,DRUG: Clopidogrel,North Texas Veterans Healthcare System,Not available,INTERVENTIONAL
NCT00781391,Global Study to Assess the Safety and Effectiveness of Edoxaban (DU-176b) vs Standard Practice of Dosing With Warfarin in Patients With Atrial Fibrillation,https://clinicaltrials.gov/study/NCT00781391,Completed,Stroke|Atrial Fibrillation|Embolism,DRUG: warfarin tablets|DRUG: Edoxaban tablets (high dose regimen-60mg)|DRUG: Edoxaban tablets (low dose regimen-30mg)|DRUG: placebo warfarin|DRUG: placebo edoxaban,Daiichi Sankyo,The TIMI Study Group,INTERVENTIONAL
